28481	3.299102	-73.593424	1	0	1	
28480	3.287935	-73.614886	1	19	1	
28481	3.284302	-73.601019	1	94	1	
28473	3.279528	-73.578441	1	1	1	
28473	3.278087	-73.582276	1	17	1	
27417	3.273274	-73.605763	1	5	1	
26606	3.271787	-73.562827	1	5	1	
28448	3.214506	-73.866417	1	23	1	
28448	3.211284	-73.865547	1	0	1	
28433	3.196281	-73.804704	1	9	1	
28441	3.207481	-73.867664	1	6	1	
28431	3.188575	-73.815613	1	22	1	
28443	3.18563	-73.851828	1	142	1	
28487	3.305463	-73.108597	1	7	1	
23016	3.166675	-73.803393	1	14	1	
28456	3.228656	-73.150117	1	16	1	
28462	3.241271	-73.126016	1	7	1	
27883	3.119226	-73.761171	1	14	1	
28450	3.217404	-73.160972	1	11	1	
28453	3.227675	-73.124963	1	21	1	
28413	3.104599	-73.747712	1	8	1	
28452	3.222456	-73.114822	1	11	1	
28416	3.101458	-73.796824	1	300	1	
28434	3.198179	-73.14971	1	6	1	
28447	3.211422	-73.118144	1	7	1	
28449	3.217023	-73.103765	1	5	1	
28432	3.192434	-73.140269	1	10	1	
28445	3.206856	-73.112626	1	16	1	
28435	3.19733	-73.117296	1	5	1	
28438	3.191454	-73.126024	1	40	1	
28411	3.079679	-73.813181	1	238	1	
28464	3.232885	-73.020239	1	71	1	
28430	3.176257	-73.107973	1	33	1	
28412	3.047335	-73.710197	1	205	1	
28457	3.231365	-73.002645	1	28	1	
28428	3.215638	-73.021378	1	10	1	
28427	3.169446	-73.09411	1	39	1	
28410	3.054329	-73.379636	1	17	1	
28466	3.246597	-72.964292	1	5	1	
28444	3.210863	-73.014194	1	8	1	
28409	3.026031	-73.679051	1	9	1	
28408	3.025155	-73.66017	1	14	1	
28425	3.165858	-73.075161	1	8	1	
28446	3.213629	-72.998845	1	4	1	
28401	3.016815	-73.666926	1	24	1	
28403	3.015921	-73.694091	1	32	1	
28458	3.227878	-72.967456	1	29	1	
28451	3.214518	-72.986134	1	24	1	
28420	3.152562	-73.080104	1	5	1	
28467	3.244696	-72.937828	1	38	1	
28461	3.231298	-72.953104	1	20	1	
28459	3.236688	-72.944584	1	6	1	
28400	3.007919	-73.70877	1	30	1	
28418	3.145929	-73.078168	1	6	1	
28407	3.003525	-73.679733	1	74	1	
28422	3.152276	-73.04731	1	35	1	
28440	3.190506	-72.984674	1	29	1	
28469	3.247871	-72.901756	1	25	1	
28429	3.21536	-72.942147	1	6	1	
28421	3.151516	-73.036894	1	9	1	
28405	3.131646	-73.068126	1	11	1	
28399	2.985896	-73.683212	1	5	1	
28419	3.143343	-73.0325	1	31	1	
28398	2.976367	-73.66942	1	7	1	
28423	3.153982	-73.008367	1	11	1	
28424	3.159864	-72.998048	1	11	1	
28417	3.141412	-73.026934	1	15	1	
28414	3.122674	-73.052163	1	21	1	
28442	3.207416	-72.923059	1	11	1	
28402	3.116594	-73.048589	1	11	1	
28404	3.132771	-73.019923	1	9	1	
28415	3.132271	-73.005569	1	5	1	
28439	3.195995	-72.909752	1	15	1	
88	4.12386	-73.6246	1	2758	1	
						
